name,artist,lyric
Biarkan Ku Pergi,ADA Band,"Jangan terus kau tangisi
Semua yang terjadi bila akhirnya kumeninggalkanmu
Kumohon kau sanggup lupakan diriku
Yang telah hancurkan mimpimu
Bukan ku tak menyayangmu
Namun ku tak bisa jadikanmu kekasih yang sejati
Di situ relakan diriku tak selamanya cinta harus memiliki
Sayangku biarkan ku pergi
Tiada lagi sendiri sebelum waktu dulu
Maafkan jika ku tak bisa
Menjaga tulusnya cinta di dalam dirimu
Lepaskan beban batinmu
Kuatkanlah diri tak satupun di dunia yang abadi
Di situ jangan kau sembunyi kadang cinta itu layaknya cobaan
Sayangku biarkan ku pergi
Tiada lagi sendiri sebelum waktu dulu
Maafkan jika ku tak bisa
Menjaga tulusnya cinta di dalam dirimu
Sayangku biarkan ku pergi
Tiada lagi sendiri sebelum waktu dulu
Maafkan jika ku tak bisa
Menjaga tulusnya cinta di dalam dirimu
Sayangku biarkan ku pergi
Tiada lagi sendiri sebelum waktu dulu
Maafkan jika ku tak bisa
Menjaga tulusnya cinta di dalam dirimu
Sayangku biarkan ku pergi
Tiada lagi sendiri sebelum waktu dulu
Maafkan jika ku tak bisa
Menjaga tulusnya cinta di dalam dirimu"
Semenit Waktu,ADA Band,"Di pelukanku terakhir kali kau katakan cinta
Putih dan suci yang kau persembahkan
Seperti janji manis
Bila malam menjelang ingin kuhitung lagi
Segenap jumlah bintang yang bersinar di wajahmu
Akhirnya semua telah berakhir bagai mimpi buruk
Menerjang ruang batin hidupku tak berperasaan
Ku diam tertegun menatap pilu dirimu kau begitu indah
Dunia serasa mati hilang semangat hidup
Aku rindu padamu aku teramat sayang
Jika ini takdirku bolehkah ku berharap
Semenit waktu ingin kubalas kata cinta
Harusnya ku berlari mengejar kepergianmu
Takkan terulang kisah dua anak manusia
Dunia serasa mati hilang semangat hidup
Aku rindu padamu aku teramat sayang
Jika ini takdirku bolehkah ku berharap
Semenit waktu ingin kubalas kata cinta
Di pelukanku terakhir kali"
Karena Wanita,ADA Band,"Lekuk indah hadirkan pesona
Kemuliaan bagi yang memandang
Setiamu simbol keanggunan khas perawan
Yang kau miliki
Akulah pengagum ragamu
Tak ingin kumenyakitimu
Lindungi dari sengat dunia yang mengancam nodai sucinya lahirmu
Karena wanita ingin dimengerti
Lewat tutur lembut dan laku agung
Karena wanita ingin dimengerti
Manjakan dia dengan kasih sayang
Ingin kuajak engkau menari
Bermandi hangat cahaya bulan
Sebagai tanda kebahagiaan
Bagi semesta cinta kita
Karena wanita ingin dimengerti
Lewat tutur lembut dan laku agung
Karena wanita ingin dimengerti
Manjakan dia dengan kasih sayang
Bintang terang itulah dirimu
Janganlah redup dan mati
Aku dibelakangmu memeluk dan menjagamu
Karena wanita ingin dimengerti
Lewat tutur lembut dan laku agung
Karena wanita ingin dimengerti
Manjakan dia dengan kasih sayang
Karena wanita ingin dimengerti
Lewat tutur lembut dan laku agung
Karena wanita ingin dimengerti
Manjakan dia dengan kasih sayang"
Pemujamu,ADA Band,"Kali ini ku tlah jatuh ke dalam
Dosa begitu besar
Terlalu mencintai
Begitu dalam
Mata itu berhasil hipnotisku
Menjerat nafsu jiwa
Mengurungku kedalam keindahan
Rasanya ingin malam ini
Menciummu hingga lemas
Rasanya ingin malam ini
Memelukmu hingga terlelap
Kau bagaikan simbol semesta alam
Dan aku pemujamu
Setiap saat bersimpuh dihadapmu
Kau memegang semua kehidupanku
Keluar dari derita
Menuju kedamaian yang Ilahi
Rasanya ingin malam ini
Menciummu hingga lemas
Rasanya ingin malam ini
Memelukmu hingga terlelap
Tuhan tolong segera sadarkan
Aku dari semua
Pengaruh sihir cinta mati
Aku kepadanya
Rasanya ingin malam ini
Menciummu hingga lemas
Rasanya ingin malam ini
Memelukmu hingga terlelap
Ku ingin ini bukan hanya
Sekedar mimpi belaka
Ku ingin ini menjadi
Dosa terindah dalam hidupku"
Manusia Bodoh,ADA Band,"Dahulu terasa indah
Tak ingin lupakan
Bermesraan s'lalu jadi
Satu kenangan manis
Tiada yang salah
Hanya aku, manusia bodoh
Yang biarkan semua
Ini permainkanku berulang-ulang kali
Mencoba bertahan sekuat hati
Layaknya karang yang dihempas sang ombak
Jalani hidup dalam buai belaka
Serahkan cinta tulus di dalam takdir
Tak ayal tingkah lakumu
Buatku putus asa
Kadang akal sehat ini
Tak cukup membendungnya
Hanya kepedihan
Yang s'lalu datang menertawakanku
Dia belahan jiwa
Tega menari indah di atas tangisanku
Mencoba bertahan sekuat hati
Layaknya karang yang dihempas sang ombak
Jalani hidup dalam buai belaka
Serahkan cinta tulus di dalam takdir
Tapi sampai kapankah
Ku harus menanggungnya?
Kutukan cinta ini
Semua kisah pasti ada akhir
Yang harus dilalui
Begitu juga akhir kisah ini
Yakin ku indah
Mencoba bertahan sekuat hati
Layaknya karang yang dihempas sang ombak
Jalani hidup dalam buai belaka
Serahkan cinta tulus di dalam takdir
Tapi sampai kapankah
Ku harus menanggungnya?
Kutukan cinta ini
Bersemayam dalam kalbu
"
All I Ask,Adele,"I will leave my heart at the door
I won't say a word
They've all been said before, you know
So why don't we just play pretend?
Like we're not scared of what's coming next
Or scared of having nothing left
Look, don't get me wrong
I know there is no tomorrow
All I ask is
If this is my last night with you
Hold me like I'm more than just a friend
Give me a memory I can use
Take me by the hand while we do what lovers do
It matters how this ends
'Cause what if I never love again?
I don't need your honesty
It's already in your eyes
And I'm sure my eyes, they speak for me
No one knows me like you do
And since you're the only one that matters
Tell me who do I run to?
Look, don't get me wrong
I know there is no tomorrow
All I ask is
If this is my last night with you
Hold me like I'm more than just a friend
Give me a memory I can use
Take me by the hand while we do what lovers do
It matters how this ends
'Cause what if I never love again?
Let this be our lesson in love
Let this be the way we remember us
I don't wanna be cruel or vicious
And I ain't asking for forgiveness
All I ask is
If this is my last night with you
Hold me like I'm more than just a friend
Give me a memory I can use
Take me by the hand while we do what lovers do
It matters how this ends
'Cause what if I never love again?"
Love In The Dark,Adele,"Take your eyes off of me so I can leave
I'm far too ashamed to do it with you watching me
This is never ending, we have been here before
But I can't stay this time 'cause I don't love you anymore
Please, stay where you are
Don't come any closer
Don't try to change my mind
I'm being cruel to be kind
I can't love you in the dark
It feels like we're oceans apart
There is so much space between us
Baby, we're already defeated
Ah-yeah-yeah-yeah-yeah-yeah-yeah-yeah
Everything changed me
You have given me something that I can't live without
You mustn't underestimate that when you are in doubt
But I don't want to carry on like everything is fine
The longer we ignore it, all the more that we will fight
Please, don't fall apart
I can't face your breaking heart
I'm trying to be brave
Stop asking me to stay
I can't love you in the dark
It feels like we're oceans apart
There is so much space between us
Baby, we're already defeated
Ah-yeah-yeah-yeah-yeah-yeah-yeah-yeah
Everything changed me
We're not the only ones, I don't regret a thing
Every word I've said, you know I'll always mean
It is the world to me that you are in my life
But I want to live and not just survive
That's why I can't love you in the dark
It feels like we're oceans apart
There is so much space between us
Baby, we're already defeated
'Cause, ah-yeah-yeah-yeah-yeah-yeah-yeah
Everything changed me
And I-I-I-I-I don't think you can save me"
When We Were Young,Adele,"Everybody loves the things you do
From the way you talk
To the way you move
Everybody here is watching you
'Cause you feel like home
You're like a dream come true
But if by chance you're here alone
Can I have a moment?
Before I go?
'Cause I've been by myself all night long
Hoping you're someone I used to know
You look like a movie
You sound like a song
My God this reminds me, of when we were young
Let me photograph you in this light
In case it is the last time
That we might be exactly like we were
Before we realized
We were scared of getting old
It made us restless
It was just like a movie
It was just like a song
I was so scared to face my fears
Nobody told me that you'd be here
And I'd swear you moved overseas
That's what you said, when you left me
You still look like a movie
You still sound like a song
My God, this reminds me, of when we were young
Let me photograph you in this light
In case it is the last time
That we might be exactly like we were
Before we realized
We were sad of getting old
It made us restless
It was just like a movie
It was just like a song
When we were young
(When we were young)
When we were young
(When we were young)
It's hard to win me back
Everything just takes me back
To when you were there
To when you were there
And a part of me keeps holding on
Just in case it hasn't gone
I guess I still care
Do you still care?
It was just like a movie
It was just like a song
My God, this reminds me
Of when we were young
When we were young
(When we were young)
When we were young
(When we were young)
Let me photograph you in this light
In case it is the last time
That we might be exactly like we were
Before we realized
We were sad of getting old
It made us restless
Oh I'm so mad I'm getting old
It makes me reckless
It was just like a movie
It was just like a song
When we were young"
Hello,Adele,"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore"
Someone Like You,Adele,"I heard that you're settled down
That you found a girl and you're married now
I heard that your dreams came true
Guess she gave you things, I didn't give to you
Old friend, why are you so shy?
Ain't like you to hold back or hide from the light
I hate to turn up out of the blue, uninvited
But I couldn't stay away, I couldn't fight it
I had hoped you'd see my face
And that you'd be reminded that for me, it isn't over
Never mind, I'll find someone like you
I wish nothing but the best for you, too
""Don't forget me, "" I beg
I remember you said
""Sometimes it lasts in love, but sometimes it hurts instead""
""Sometimes it lasts in love, but sometimes it hurts instead""
You know how the time flies
Only yesterday was the time of our lives
We were born and raised in a summer haze
Bound by the surprise of our glory days
I hate to turn up out of the blue, uninvited
But I couldn't stay away, I couldn't fight it
I had hoped you'd see my face
And that you'd be reminded that for me, it isn't over
Never mind, I'll find someone like you
I wish nothing but the best for you, too
""Don't forget me, "" I begged
I remember you said
""Sometimes it lasts in love, but sometimes it hurts instead""
Nothing compares, no worries or cares
Regrets and mistakes, they're memories made
Who would have known how bittersweet this would taste?
Never mind, I'll find someone like you
I wish nothing but the best for you
""Don't forget me, "" I beg
I remember you said
""Sometimes it lasts in love, but sometimes it hurts instead""
Never mind, I'll find someone like you
I wish nothing but the best for you, too
""Don't forget me, "" I begged
I remember you said
""Sometimes it lasts in love, but sometimes it hurts instead""
""Sometimes it lasts in love, but sometimes it hurts instead"""
Don't You Remember,Adele,"When will I see you again?
You left with no goodbye, not a single word was said
No final kiss to seal any sins
I had no idea of the state we were in
I know I have a fickle heart and a bitterness
And a wandering eye, and a heaviness in my head
But don't you remember?
Don't you remember?
The reason you loved me before
Baby, please remember me once more
When was the last time you thought of me?
Or have you completely erased me from your memory?
I often think about where I went wrong
The more I do, the less I know
But I know I have a fickle heart and a bitterness
And a wandering eye, and heaviness in my head
But don't you remember?
Don't you remember?
The reason you loved me before
Baby, please remember me once more
Gave you the space so you could breathe
I kept my distance so you would be free
And hope that you find the missing piece
To bring you back to me
Why don't you remember?
Don't you remember?
The reason you loved me before
Baby, please remember me once more
When will I see you again?"
Rolling in the Deep,Adele,"There's a fire starting in my heart
Reaching a fever pitch, it's bringing me out the dark
Finally I can see you crystal clear
Go ahead and sell me out and I'll lay your ship bare
See how I'll leave with every piece of you
Don't underestimate the things that I will do
There's a fire starting in my heart
Reaching a fever pitch and it's bringing me out the dark
The scars of your love remind me of us
They keep me thinking that we almost had it all
The scars of your love they leave me breathless
I can't help feeling
We could've had it all (you're gonna wish you)
(Never had met me)
Rolling in the deep (tears are gonna fall)
(Rolling in the deep)
You had my heart inside (you're gonna wish you)
Of your hands (never had met me)
And you played it (tears are gonna fall)
To the beat (rolling in the deep)
Baby, I have no story to be told
But I've heard one on you, now I'm gonna make your head burn
Think of me in the depths of your despair
Make a home down there, as mine sure won't be shared
The scars of your love (never had met me)
Remind me of us (tears are gonna fall)
They keep me thinking (rolling in the deep)
That we almost had it all (you're gonna wish you)
The scars of your love (never had met me)
They leave me breathless (tears are gonna fall)
I can't help feeling (rolling in the deep)
We could've had it all (you're gonna wish you)
(Never had met me)
Rolling in the deep (tears are gonna fall)
(Rolling in the deep)
You had my heart inside (you're gonna wish you)
Of your hands (never had met me)
And you played it (tears are gonna fall)
To the beat (rolling in the deep)
We could've had it all
Rolling in the deep
You had my heart inside of your hand
But you played it with a beating
Throw your soul through every open door (whoa)
Count your blessings to find what you look for (whoa)
Turn my sorrow into treasured gold (whoa)
You pay me back in kind and reap just what you've sown
We could've had it all (tears are gonna fall, rolling in the deep)
We could've had it all (you're gonna wish you never had met me)
It all, it all, it all (tears are gonna fall, rolling in the deep)
We could've had it all (you're gonna wish you)
(Never had met me)
Rolling in the deep (tears are gonna fall)
(Rolling in the deep)
You had my heart inside (you're gonna wish you)
Of your hands (never had met me)
And you played it (tears are gonna fall)
To the beat (rolling in the deep)
Could've had it all (you're gonna wish you)
(Never had met me)
Rolling in the deep (tears are gonna fall)
(Rolling in the deep)
You had my heart inside (you're gonna wish you)
Of your hands (never had met me)
But you played it, you played it, you played it
You played it to the beat"
I Miss You,Adele,"I want every single piece of you
I want your heaven and your oceans too
Treat me soft but touch me cruel
I wanna teach you things you never knew, baby
Bring the floor up to my knees
Let me fall into your gravity
Then kiss me back to life to see
Your body standing over me
Baby, don't let the lights go down
Baby, don't let the lights go down
Baby, don't let the lights go down
Lights go down, lights go down
Lights go down, lights go down
Down, down, down
I miss you when the lights go out
It illuminates all of my doubts
Pull me in, hold me tight
Don't let go, baby, give me light
I miss you when the lights go out
It illuminates all of my doubts
Pull me in, hold me tight
Don't let go, baby, give me light
I love the way your body moves
Towards me from across the room
Brushing past my every groove
No one has me like you do, baby
Bring your heart, I'll bring my soul
But be delicate with my ego
I wanna step into your great unknown
With you and me setting the tone
Baby, don't let the lights go down
Baby, don't let the lights go down
Baby, don't let the lights go down
Lights go down, lights go down
Lights go down, lights go down
Down, down, down
I miss you when the lights go out
It illuminates all of my doubts
Pull me in, hold me tight
Don't let go, baby, give me light
I miss you when the lights go out
It illuminates all of my doubts
Pull me in, hold me tight
Don't let go, baby, give me light
We play so dirty in the dark
'Cause we are living worlds apart
It only makes it harder, baby
It only makes it harder, baby
Harder baby, harder baby
I miss you when the lights go out
It illuminates all of my doubts
Pull me in, hold me tight
Don't let go, baby, give me light
I miss you when the lights go out
It illuminates all of my doubts
Pull me in, hold me tight
Don't let go, baby, give me light
I miss you, I miss you
I miss you, I miss you
I miss you, I miss you
I miss you, I miss you"
Remedy,Adele,"I remember all of the things that I thought I wanted to be
So desperate to find a way out of my world and finally breathe
Right before my eyes, I saw that my heart, it came to life
This ain't easy, it's not meant to be
Every story has its scars
But when the pain cuts you deep
When the night keeps you from sleeping
Just look and you will see
That I will be your remedy
When the world seems so cruel
And your heart makes you feel like a fool
I promise you will see
That I will be, I will be your remedy
No river is too wide or too deep for me to swim to you
Come whatever, I'll be the shelter that won't let the rain come through
Your love, it is my truth
And I will always love you
Love you, oh
When the pain cuts you deep
When the night keeps you from sleeping
Just look and you will see
That I will be your remedy
When the world seems so cruel
And your heart makes you feel like a fool
I promise you will see
That I will be, I will be your remedy, oh
When the pain cuts you deep
When the night keeps you from sleeping
Just look and you will see
I will be, I will be
When the world seems so cruel
And your heart makes you feel like a fool
I promise you will see
That I will be, I will be, I will be
Your remedy, mm-hm, mm-hmm"
Hometown Glory,Adele,"I've been walking in the same way as I did
Missing out the cracks in the pavement
And turning my heel and strutting my feet
""Is there anything I can do for you dear?
Is there anyone I could call?""
""No and thank you, please Madam
I ain't lost, just wandering""
'Round my hometown
Memories are fresh
'Round my hometown
Ooh the people I've met
Are the wonders of my world
Are the wonders of my world
Are the wonders of this world
Are the wonders of now
I like it in the city when the air is so thick and opaque
I love to see everybody in short skirts, shorts and shades
I like it in the city when two worlds collide
You get the people and the government
Everybody taking different sides
Shows that we ain't gonna stand shit
Shows that we are united
Shows that we ain't gonna take it
Shows that we ain't gonna stand shit
Shows that we are united
'Round my hometown
Memories are fresh
'Round my hometown
Ooh the people I've met yeah
Do-dily-di-da-da-da-da-day, yeah
Do-dily-di-da-da-da-da-day, yeah
Do-do-do-do-ohh-ohh, yeah
Yeah, yeah, hey, ay
Are the wonders of my world
Are the wonders of my world
Are the wonders of this world
Are the wonders of my world
Of my world, yeah
Of my world
Of my world, yeah"
Sweetest Devotion,Adele,"With your loving, there ain't nothing
That I can't adore
The way I'm running, with you, honey
Means we can break every law
I find it funny that you're the only
One I never looked for
There is something in your loving
That tears down my walls
I wasn't ready then, I'm ready now
I'm heading straight for you
You will only be eternally
The one that I belong to
The sweetest devotion
Hitting me like an explosion
All of my life, I've been frozen
The sweetest devotion I've known
I'll forever be whatever you want me to be
I'll go under and all over for your clarity
When you wonder if I'm gonna lose my way home
Just remember, that come whatever, I'll be yours all alone
I wasn't ready then, I'm ready now
I'm heading straight for you
You will only be eternally
The one that I belong to
The sweetest devotion
Hitting me like an explosion
All of my life, I've been frozen
The sweetest devotion I've known
I've been looking for you, baby
In every face that I've ever known
And there is something 'bout the way you love me
That finally feels like home
You're my light, you're my darkness
You're the right kind of madness
And you're my hope, you're my despair
You're my scope, everything, everywhere
The sweetest devotion
Hitting me like an explosion
All of my life, I've been frozen
The sweetest devotion I've known
Sweetest
It's the sweetest
Sweetest
It's the sweetest
Sweetest
It's the sweetest
Sweetest
It's the sweetest
Devotion"
He Won’t Go,Adele,"Some say, I'll be better without you
But they don't know you like I do
Or at least the sides I thought I knew
I can't bear this time
It drags on, as I lose my mind
Reminded by things I find
Like notes and clothes you left behind
Wake me up, wake me up when all is done
I won't rise until this battle's won
My dignity's become undone
But I won't go
I can't do it on my own
If this ain't love, then what is?
I'm willing to take the risk
I won't go
I can't do it on my own
If this ain't love, then what is?
I'm willing to take the risk
So petrified, I'm so scared to step into this ride
What if I lose my heart and fail the climb?
I won't forgive me if I give up trying
I heard his voice today
I didn't know a single word he said
Not one resemblance to the man I met
Just a vague and broken boy instead
But I won't go
I can't do it on my own
If this ain't love, then what is?
I'm willing to take the risk
I won't go
I can't do it on my own
If this ain't love, then what is?
I-I'm willing to take the risk
There will be times, we'll try and give it up
Bursting at the seams, no doubt
We almost fall apart then burn the pieces
To watch them turn to dust
But nothing will ever taint us
I won't go
I can't do it on my own
If this ain't love, then what is?
I'm willing to take the risk
I won't go
I can't do it on my own
If this ain't love, then what is?
I-I'm willing to take the risk
Will he, will he still remember me?
Will he still love me even when he's free
Or will he go back to the place where he
Will choose the poison over me?
When we spoke yesterday
He said to hold my breath and sit and wait
""I'll be home so soon, I won't be late""
He won't go
He can't do it on his own
If this ain't love, then what is?
He's willing to take the risk
So I won't go
He can't do it on his own
If this ain't love, then what is?
I'm willing to take the risk
'Cause he won't go
He can't do it on his own
If this ain't love, then what is?
We're willing to take the risk
I won't go
I can't do it on my own
If this ain't love, then what is?
I'm willing to take the risk"
Set Fire To The Rain,Adele,"I let it fall, my heart
And as it fell, you rose to claim it
It was dark and I was over
Until you kissed my lips and you saved me
My hands, they're strong
But my knees were far too weak
To stand in your arms
Without falling to your feet
But there's a side to you
That I never knew, never knew
All the things you'd say
They were never true, never true
And the games you play
You would always win, always win
But I set fire to the rain
Watched it pour as I touched your face
Well, it burned while I cried
'Cause I heard it screaming out your name
Your name
When I lay with you
I could stay there
Close my eyes
Feel you here forever
You and me together, nothing gets better
'Cause there's a side to you
That I never knew, never knew
All the things you'd say
They were never true, never true
And the games you'd play
You would always win, always win
But I set fire to the rain
Watched it pour as I touched your face
Well, it burned while I cried
'Cause I heard it screaming out your name
Your name
I set fire to the rain
And I threw us into the flames
When it fell, something died
'Cause I knew that that was
The last time, the last time
Sometimes I wake up by the door
That heart you caught must be waiting for you
Even now, when we're already over
I can't help myself from looking for you
I set fire to the rain
Watched it pour as I touched your face
Well, it burned while I cried
'Cause I heard it screaming out your name
Your name
I set fire to the rain
And I threw us into the flames
When it fell, something died
'Cause I knew that that was the last time
The last time
Oh, oh, no
Let it burn
Oh, oh
Let it burn
Let it burn"
Easy on Me,Adele,"There ain't no gold in this river
That I've been washin' my hands in forever
I know there is hope in these waters
But I can't bring myself to swim
When I am drowning in this silence
Baby, let me in
Go easy on me, baby
I was still a child
Didn't get the chance to
Feel the world around me
I had no time to choose
What I chose to do
So go easy on me
There ain't no room for things to change
When we are both so deeply stuck in our ways
You can't deny how hard I have tried
I changed who I was to put you both first
But now I give up
Go easy on me, baby
I was still a child
Didn't get the chance to
Feel the world around me
Had no time to choose
What I chose to do
So go easy on me
I had good intentions
And the highest hopes
But I know right now
That probably doesn't even show
Go easy on me, baby
I was still a child
I didn't get the chance to
Feel the world around me
I had no time to choose
What I chose to do
So go easy on me"
Oh My God,Adele,"I ain't got too much time to spare
But I'll make time for you to show how much I care
Wish that I would let you break my walls
But I'm still spinning out of control from the fall
Boy, you give good love, I won't lie
It's what keeps me coming back, even though I'm terrified
I know that it's wrong
But I want to have fun
Mmh, yeah
Mmh, yeah
I know that it's wrong
But I want to have fun
Mmh, yeah
Mmh, yeah
Oh my God, I can't believe it
Out of all the people in the world
What is the likelihood of jumping
Out of my life and into your arms?
Maybe, baby, I'm just losing my mind
'Cause this is trouble, but it feels right
Teetering on the edge of Heaven and Hell
Is a battle that I cannot fight
I'm a fool, but they all think I'm blind
I'd rather be a fool than leave myself behind
I don't have to explain myself to you
I am a grown woman and I do what I want to do
I know that it's wrong
But I want to have fun
Mmh, yeah
Mmh, yeah
I know that it's wrong
But I want to have fun
Mmh, yeah
Mmh, yeah
Oh my God, I can't believe it
Out of all the people in the world
What is the likelihood of jumping
Out of my life and into your arms?
Maybe, baby, I'm just losing my mind
'Cause this is trouble, but it feels right
Teetering on the edge of Heaven and Hell
Is a battle that I cannot fight
Lord don't let me, I said Lord don't let me
I said Lord don't let me let me down (oh Lord)
Lord don't let me, I said Lord don't let me
I said Lord don't let me let me down (don't let me let myself down)
Lord don't let me, I said Lord don't let me
I said Lord don't let me let me down (oh my God)
Lord don't let me, I said Lord don't let me (oh, oh, oh)
I said Lord don't let me let me down
Oh my God, I can't believe it
Out of all the people in the world
What is the likelihood of jumping
Out of my life and into your arms?
Maybe, baby, I'm just losing my mind
'Cause this is trouble, but it feels right
Teetering on the edge of Heaven and Hell
Well it's a battle that I cannot fight
Lord don't let me, I said Lord don't let me (I know that it's wrong)
I said Lord don't let me let me down (but I want to have fun)
Lord don't let me, I said Lord don't let me (mmh, yeah)
I said Lord don't let me let me down (mmh, yeah)
Lord don't let me, I said Lord don't let me (I know that it's wrong)
I said Lord don't let me let me down (but I want to have fun)
Lord don't let me, I said Lord don't let me (mmh, yeah)
I said Lord don't let me let me down (mmh, yeah)"
